id,same_distance,diff_distance
2995,0.25960433,0.45118433
2996,0.25413892,0.45861065
2997,0.25804353,0.45149586
2998,0.25360698,0.42788774
2999,0.24966486,0.44488868
3000,0.23055574,0.4461234
3001,0.22530255,0.4473823
3002,0.21032025,0.44076702
3003,0.23314393,0.4394377
3004,0.20066133,0.4454951
3005,0.21532528,0.4382842
3006,0.08126442,0.4291636
3007,0.08647041,0.44212735
3008,0.05603798,0.46644458
3009,0.2744739,0.4345208
3010,0.25673634,0.42822516
3011,0.28617385,0.43178317
3012,0.28930938,0.43599126
3013,0.28930387,0.43310958
3014,0.27224797,0.43486133
3015,0.28674582,0.4354126
3016,0.27544093,0.41883668
3017,0.2922144,0.41975802
3018,0.28533798,0.4267105
3019,0.28353658,0.40385512
3020,0.2643311,0.39725614
3021,0.24699475,0.40705582
3022,0.20926234,0.3973281
3023,0.2653443,0.44400904
3024,0.27695718,0.4337558
3025,0.15807876,0.40190437
3026,0.18843588,0.4173509
3027,0.1663532,0.4172909
3028,0.16253,0.41054437
3029,0.17022419,0.41579264
3030,0.20395565,0.41297516
3031,0.21874055,0.4147137
3032,0.20368737,0.40362737
3033,0.18801245,0.4124513
3034,0.18206866,0.44802564
3035,0.16723748,0.4465114
3036,0.18517469,0.45389417
3037,0.135527,0.44796655
3038,0.13163027,0.45343086
3039,0.17896082,0.4367503
3040,0.1753451,0.43968132
3041,0.16531444,0.4494502
3042,0.17489609,0.43745643
3043,0.17341645,0.42865103
3044,0.17290108,0.44569343
3045,0.10604221,0.43892825
3046,0.15750311,0.48747113
3047,0.11777902,0.4494771
3048,0.11798074,0.43724084
3049,0.10866437,0.45395526
3050,0.12557043,0.47720715
3051,0.1373755,0.44318193
3052,0.16566709,0.46937877
3053,0.19269344,0.47359186
3054,0.17534408,0.45663863
3055,0.20076382,0.48977774
3056,0.17537825,0.4839277
3057,0.19820017,0.47473744
3058,0.19793694,0.46554533
3059,0.19471055,0.45612872
3060,0.17457731,0.44535977
3061,0.1884456,0.47573295
3062,0.21740647,0.46058083
3063,0.16604023,0.4961968
3064,0.17514856,0.5387869
3065,0.16501936,0.48216802
3066,0.15100181,0.48650327
3067,0.16451652,0.48848274
3068,0.16034998,0.46792483
3069,0.27101722,0.47832084
3070,0.26853386,0.48344398
3071,0.2678324,0.5043737
3072,0.2744739,0.49436513
3073,0.105067424,0.5023722
3074,0.121987194,0.40468547
3075,0.113306955,0.424814
3076,0.11596621,0.4677822
3077,0.13130473,0.48807704
3078,0.12679596,0.4175777
3079,0.1281058,0.42483604
3080,0.1256549,0.4800482
3081,0.12498282,0.4749778
3082,0.15310457,0.39980677
3083,0.2065769,0.44936925
3084,0.18396999,0.45963016
3085,0.28544593,0.50737196
3086,0.17553574,0.5041374
3087,0.1754753,0.5077213
3088,0.16042125,0.46951562
3089,0.17182107,0.4445511
3090,0.12979592,0.4544217
3091,0.14417356,0.41511685
3092,0.15281892,0.48309258
3093,0.19224766,0.38752204
3094,0.19155706,0.38122848
3095,0.18934141,0.38348168
3096,0.1722368,0.36423603
3097,0.18697864,0.42287466
3098,0.16632175,0.37517962
3099,0.19115299,0.4453755
3100,0.10539952,0.40989336
3101,0.11143971,0.40229917
3102,0.17939872,0.4283048
3103,0.17604841,0.45495996
3104,0.16079162,0.496712
3105,0.16284423,0.46768305
3106,0.16208708,0.45193386
3107,0.16009487,0.45223558
3108,0.11173682,0.4413985
3109,0.13607317,0.5027948
3110,0.118611194,0.44793916
3111,0.14676186,0.4395871
3112,0.10440847,0.42514586
3113,0.1427869,0.44058415
3114,0.13960807,0.42838877
3115,0.14819665,0.48777765
3116,0.15645874,0.46464023
3117,0.1542006,0.47670153
3118,0.16228934,0.4449657
3119,0.17414188,0.4654375
3120,0.19535193,0.45936784
3121,0.19822223,0.47237656
3122,0.20150316,0.46087497
3123,0.18692876,0.44418532
3124,0.19345495,0.46616587
3125,0.21287322,0.47181037
3126,0.15181416,0.46034643
3127,0.15320894,0.45809492
3128,0.16179037,0.4730086
3129,0.15152705,0.44870892
3130,0.15775512,0.45929712
3131,0.15911525,0.4585974
3132,0.25449675,0.4295335
3133,0.25181064,0.44553217
3134,0.24818794,0.48179936
3135,0.25673634,0.48427966
3136,0.105067424,0.51482487
3137,0.14086343,0.46419573
3138,0.13306157,0.46983126
3139,0.14200744,0.4675771
3140,0.14362697,0.4733721
3141,0.14788459,0.46117744
3142,0.15080157,0.5082521
3143,0.15732671,0.44937643
3144,0.16657151,0.48130688
3145,0.16919757,0.4712287
3146,0.2073438,0.46394974
3147,0.17326355,0.44743416
3148,0.26248214,0.45102924
3149,0.16239664,0.41638404
3150,0.16967085,0.4014746
3151,0.19102748,0.4529127
3152,0.19375315,0.4592368
3153,0.18663044,0.447731
3154,0.19307463,0.46427843
3155,0.19576961,0.48338413
3156,0.2162581,0.45314798
3157,0.20993212,0.5211915
3158,0.22120838,0.54483944
3159,0.20412706,0.52447236
3160,0.18214145,0.5210645
3161,0.17753714,0.5684996
3162,0.2092595,0.5600212
3163,0.17041214,0.51228553
3164,0.15066499,0.51274824
3165,0.21506554,0.5167138
3166,0.21451889,0.46039754
3167,0.19568843,0.4421123
3168,0.21155827,0.3847942
3169,0.19140097,0.4469114
3170,0.19696732,0.4369788
3171,0.15983583,0.44132283
3172,0.18273115,0.42453477
3173,0.173805,0.4139799
3174,0.15285765,0.46286476
3175,0.16525276,0.49091607
3176,0.16438904,0.48049384
3177,0.1859645,0.444981
3178,0.19735979,0.42403463
3179,0.21571973,0.44121456
3180,0.20843862,0.42588225
3181,0.21137056,0.47793692
3182,0.1932219,0.48025116
3183,0.2063714,0.45999247
3184,0.2088656,0.48191673
3185,0.21134454,0.48528662
3186,0.18844281,0.4808906
3187,0.21821094,0.46976253
3188,0.23417513,0.45014763
3189,0.2087769,0.4531459
3190,0.20405738,0.46932265
3191,0.19162636,0.43280977
3192,0.1909422,0.40993786
3193,0.19923107,0.44026223
3194,0.19198565,0.43505442
3195,0.27606326,0.4289566
3196,0.27773905,0.42005792
3197,0.28446615,0.4110914
3198,0.28617385,0.43099755
3199,0.121987194,0.43019834
3200,0.14086343,0.40955263
3201,0.08286385,0.4435667
3202,0.0899267,0.439637
3203,0.10817304,0.45533243
3204,0.09890679,0.44133455
3205,0.09042294,0.4429974
3206,0.10339763,0.4325139
3207,0.1671371,0.4610161
3208,0.19167663,0.43176788
3209,0.23346235,0.43177018
3210,0.20234625,0.44019446
3211,0.29316938,0.4520242
3212,0.20190828,0.40598747
3213,0.20129827,0.42570665
3214,0.18504815,0.4078219
3215,0.18782774,0.42434338
3216,0.16803008,0.42497042
3217,0.18069936,0.40846083
3218,0.17938033,0.45652026
3219,0.20072457,0.46532184
3220,0.2015217,0.4692401
3221,0.20634864,0.45401478
3222,0.18552433,0.4292871
3223,0.1558492,0.4416327
3224,0.16263624,0.44192618
3225,0.1740258,0.44704077
3226,0.14724344,0.44041228
3227,0.14081296,0.44152138
3228,0.20230246,0.44110134
3229,0.20104912,0.43847734
3230,0.18691212,0.4278001
3231,0.19277841,0.43901566
3232,0.18481146,0.45666507
3233,0.19031698,0.4229629
3234,0.16030556,0.43697685
3235,0.1892046,0.43252108
3236,0.17762108,0.42941636
3237,0.13345933,0.43197197
3238,0.15986755,0.44480357
3239,0.15508462,0.439679
3240,0.1766254,0.43654945
3241,0.1814632,0.4143274
3242,0.18970814,0.4360322
3243,0.20049654,0.40719575
3244,0.2064478,0.40613598
3245,0.19150113,0.40026823
3246,0.19891036,0.39829493
3247,0.20458987,0.4332957
3248,0.21060552,0.43202198
3249,0.1913166,0.39042443
3250,0.21756409,0.40327078
3251,0.24129048,0.40783408
3252,0.20856313,0.39921525
3253,0.20856236,0.40952003
3254,0.19251727,0.4083684
3255,0.18673211,0.40251964
3256,0.19743323,0.39960554
3257,0.19785376,0.4040173
3258,0.28234166,0.44549567
3259,0.2852966,0.44585034
3260,0.28793576,0.44973788
3261,0.28930938,0.4491098
3262,0.113306955,0.45513445
3263,0.13306157,0.42816663
3264,0.08286385,0.43909255
3265,0.06380942,0.44599897
3266,0.0777205,0.39209208
3267,0.09015428,0.4155215
3268,0.074925855,0.4258541
3269,0.09015665,0.4158923
3270,0.15843396,0.49567902
3271,0.16101547,0.4394346
3272,0.22067484,0.41217643
3273,0.17450558,0.4187835
3274,0.28827313,0.4703947
3275,0.17450084,0.4236693
3276,0.17200176,0.45006672
3277,0.18362603,0.45470306
3278,0.18949942,0.44393238
3279,0.18286501,0.47617367
3280,0.1992187,0.47106495
3281,0.19007179,0.45928097
3282,0.2154817,0.46598798
3283,0.21098055,0.4425125
3284,0.20525233,0.43078145
3285,0.19854721,0.45720068
3286,0.16669671,0.46542293
3287,0.1726113,0.4663677
3288,0.18838039,0.49911427
3289,0.16452207,0.4653882
3290,0.1539081,0.50086236
3291,0.19576795,0.46668822
3292,0.18909085,0.47777957
3293,0.17402175,0.47011915
3294,0.18355705,0.4857443
3295,0.18055224,0.48450926
3296,0.18719089,0.48457164
3297,0.1599206,0.53441256
3298,0.19250399,0.42483157
3299,0.17774144,0.443581
3300,0.13870901,0.4845133
3301,0.16604802,0.5083341
3302,0.15294461,0.44205108
3303,0.18217066,0.45828122
3304,0.17677921,0.5043163
3305,0.1930714,0.4921174
3306,0.19385566,0.42716923
3307,0.20705147,0.4661531
3308,0.18464048,0.47404456
3309,0.20139782,0.48702
3310,0.20734061,0.53383625
3311,0.21185918,0.50419235
3312,0.19096008,0.49718732
3313,0.21248418,0.44332916
3314,0.2348806,0.4649297
3315,0.20601179,0.3978613
3316,0.21229933,0.45989385
3317,0.1949417,0.3576984
3318,0.19089119,0.41539142
3319,0.19827023,0.44524172
3320,0.19796127,0.37613782
3321,0.2775871,0.4281283
3322,0.27896023,0.41111997
3323,0.2867985,0.42363492
3324,0.28930387,0.405862
3325,0.11596621,0.3971019
3326,0.14200744,0.44356498
3327,0.0899267,0.44580194
3328,0.06380942,0.47058335
3329,0.08681923,0.4499772
3330,0.10950086,0.4532151
3331,0.09210007,0.4422938
3332,0.09583889,0.43251485
3333,0.14463021,0.4747948
3334,0.17289685,0.43330583
3335,0.22377129,0.44565466
3336,0.19656652,0.42522725
3337,0.2933521,0.44681373
3338,0.18875216,0.43426305
3339,0.192269,0.46599796
3340,0.20280522,0.43558574
3341,0.20320939,0.46662304
3342,0.18391988,0.45002115
3343,0.19857797,0.46608508
3344,0.19211783,0.4553604
3345,0.22407648,0.47460687
3346,0.20399241,0.47054067
3347,0.22726448,0.44994253
3348,0.211434,0.4594178
3349,0.14890315,0.45714554
3350,0.18967651,0.4551869
3351,0.19864091,0.45531234
3352,0.16027784,0.45143747
3353,0.15666725,0.43574756
3354,0.21814097,0.45555884
3355,0.20869261,0.45229372
3356,0.19183025,0.4229572
3357,0.20052071,0.43092754
3358,0.19693848,0.4880697
3359,0.19557193,0.49367696
3360,0.16802217,0.5167803
3361,0.20348445,0.4741557
3362,0.19262566,0.46728212
3363,0.12760746,0.4728424
3364,0.18027864,0.4805083
3365,0.16086191,0.4642178
3366,0.18949862,0.5183431
3367,0.18261315,0.46150827
3368,0.1820599,0.48551756
3369,0.20174192,0.47575155
3370,0.19152401,0.4675506
3371,0.2055172,0.44727427
3372,0.19541518,0.4361332
3373,0.19912104,0.42323658
3374,0.19930796,0.3973177
3375,0.18737589,0.4487443
3376,0.20945375,0.42767
3377,0.22698347,0.4602123
3378,0.21892875,0.47029266
3379,0.22210018,0.4849359
3380,0.20150124,0.4225016
3381,0.19963847,0.48505628
3382,0.2047083,0.5127635
3383,0.2055422,0.48306626
3384,0.2758852,0.49238765
3385,0.27662975,0.5360936
3386,0.27624625,0.541134
3387,0.27224797,0.47681165
3388,0.13130473,0.48168543
3389,0.14362697,0.48337835
3390,0.10817304,0.44264162
3391,0.0777205,0.40298054
3392,0.08681923,0.35292277
3393,0.10662254,0.42151123
3394,0.07615935,0.42444083
3395,0.12680306,0.42061237
3396,0.16908173,0.40428036
3397,0.17856154,0.3992054
3398,0.23401818,0.4548738
3399,0.19857788,0.48475248
3400,0.28604636,0.46790072
3401,0.19238903,0.43863973
3402,0.20541625,0.41735354
3403,0.19162592,0.4351322
3404,0.19788805,0.41328055
3405,0.1697134,0.46644834
3406,0.18276072,0.46776673
3407,0.18541098,0.4419465
3408,0.19932397,0.46971327
3409,0.20416705,0.46828797
3410,0.22206405,0.46321788
3411,0.19721015,0.4527744
3412,0.19367903,0.4378117
3413,0.1917516,0.44120544
3414,0.2098499,0.45715198
3415,0.15207863,0.40993375
3416,0.1530193,0.39997962
3417,0.20890667,0.42865163
3418,0.22091089,0.41277996
3419,0.20964345,0.40089393
3420,0.21381027,0.41070405
3421,0.20188938,0.40023047
3422,0.20379935,0.42238647
3423,0.15447235,0.41547835
3424,0.18962048,0.3936163
3425,0.174165,0.44290942
3426,0.13606356,0.447203
3427,0.16760011,0.45261
3428,0.15953657,0.44432053
3429,0.17714632,0.44738004
3430,0.17660783,0.4353371
3431,0.1905094,0.45536342
3432,0.19539173,0.43180868
3433,0.2013936,0.436939
3434,0.20039126,0.43535855
3435,0.20054431,0.45383844
3436,0.21193662,0.3968136
3437,0.20861116,0.41618583
3438,0.19276157,0.39807877
3439,0.21200939,0.4190588
3440,0.24763902,0.44285446
3441,0.21483448,0.4100582
3442,0.21776548,0.46126965
3443,0.20353173,0.46635252
3444,0.1941553,0.46675348
3445,0.20654972,0.4546135
3446,0.20784682,0.4340444
3447,0.2908132,0.44457567
3448,0.29096067,0.4447051
3449,0.29144225,0.44893217
3450,0.28674582,0.44113928
3451,0.12679596,0.43094045
3452,0.14788459,0.42952508
3453,0.09890679,0.42594445
3454,0.09015428,0.4168561
3455,0.10950086,0.42858168
3456,0.10662254,0.45360735
3457,0.078363724,0.42518324
3458,0.08138146,0.4272609
3459,0.16067897,0.42598727
3460,0.18039024,0.4163099
3461,0.23769397,0.42334798
3462,0.19645908,0.43887997
3463,0.29812598,0.43395805
3464,0.1921248,0.438181
3465,0.1945655,0.4152203
3466,0.19787225,0.42347282
3467,0.19376805,0.41374177
3468,0.17879172,0.4092863
3469,0.19014609,0.40502042
3470,0.18518385,0.39162716
3471,0.21085,0.43481487
3472,0.20218638,0.43484536
3473,0.22609402,0.38642263
3474,0.20343052,0.39760166
3475,0.1722789,0.40409842
3476,0.18766963,0.40443733
3477,0.19699515,0.41209596
3478,0.16021846,0.4077123
3479,0.15258221,0.41237924
3480,0.21348447,0.40050817
3481,0.21581988,0.40603933
3482,0.19689599,0.4536826
3483,0.2081856,0.4581687
3484,0.19926345,0.45861125
3485,0.20483012,0.45493275
3486,0.1644787,0.46460584
3487,0.19461825,0.43636143
3488,0.18332615,0.44893903
3489,0.12681724,0.44728252
3490,0.17591122,0.4162003
3491,0.14724909,0.40174547
3492,0.17823435,0.44076374
3493,0.18375488,0.4035947
3494,0.19392318,0.4647454
3495,0.20427439,0.41589913
3496,0.20215568,0.40106034
3497,0.2116583,0.40931004
3498,0.19948786,0.44898582
3499,0.20676284,0.41665697
3500,0.20769662,0.44425428
3501,0.19595243,0.4253636
3502,0.21898009,0.40504223
3503,0.24204783,0.45647243
3504,0.22446144,0.44219208
3505,0.22230789,0.44890213
3506,0.20242697,0.4204818
3507,0.1990398,0.3971644
3508,0.20372619,0.4087327
3509,0.20496754,0.42063165
3510,0.2807858,0.42742103
3511,0.28120145,0.44519585
3512,0.28163865,0.4738526
3513,0.27544093,0.44465894
3514,0.1281058,0.4668665
3515,0.15080157,0.44766933
3516,0.09042294,0.45203808
3517,0.074925855,0.44594073
3518,0.09210007,0.4580592
3519,0.07615935,0.45552033
3520,0.078363724,0.46216357
3521,0.104707934,0.52511233
3522,0.16133939,0.4265848
3523,0.1861521,0.4416225
3524,0.24629237,0.4789664
3525,0.20376067,0.5092874
3526,0.2904561,0.4485763
3527,0.1995702,0.45660564
3528,0.20065056,0.48071116
3529,0.19178137,0.4730173
3530,0.19262499,0.43484515
3531,0.17067099,0.46063626
3532,0.18314044,0.46858978
3533,0.18589102,0.49202552
3534,0.19202518,0.52031964
3535,0.20740362,0.48693568
3536,0.20209461,0.4652589
3537,0.18095091,0.4196295
3538,0.1956072,0.44007075
3539,0.18162769,0.3635833
3540,0.1947605,0.42377308
3541,0.16216333,0.3325489
3542,0.15681064,0.3777307
3543,0.19240224,0.4110649
3544,0.19512852,0.35603625
3545,0.18748836,0.4272198
3546,0.18895125,0.38897413
3547,0.18095233,0.4005382
3548,0.19177186,0.39737272
3549,0.16014646,0.39803788
3550,0.18911363,0.42010808
3551,0.17467721,0.41481286
3552,0.14957307,0.44830173
3553,0.16332224,0.423722
3554,0.16856028,0.41944814
3555,0.18098378,0.4139946
3556,0.18529429,0.4025472
3557,0.20696501,0.45316616
3558,0.19818,0.3917334
3559,0.21721795,0.4238525
3560,0.17406747,0.40764844
3561,0.21325366,0.4203965
3562,0.22287197,0.40841386
3563,0.22275966,0.43882048
3564,0.20312561,0.4094157
3565,0.22278686,0.4392831
3566,0.25918746,0.41630715
3567,0.21529137,0.44056872
3568,0.21646893,0.42851862
3569,0.20118323,0.46440032
3570,0.19192563,0.44192347
3571,0.20001784,0.4231131
3572,0.20592125,0.42568144
3573,0.284494,0.43294922
3574,0.28586283,0.42829463
3575,0.29358613,0.42788485
3576,0.2922144,0.4270609
3577,0.1256549,0.41336706
3578,0.15732671,0.4251324
3579,0.10339763,0.422981
3580,0.09015665,0.39582857
3581,0.09583889,0.40969676
3582,0.12680306,0.4780131
3583,0.08138146,0.4907894
3584,0.104707934,0.50998336
3585,0.14471167,0.48458225
3586,0.17827709,0.477896
3587,0.22674906,0.48191938
3588,0.18864869,0.48967412
3589,0.30600607,0.47347724
3590,0.18519835,0.5274223
3591,0.1823082,0.47212866
3592,0.17869964,0.49465087
3593,0.20226772,0.48755604
3594,0.18782406,0.47507817
3595,0.19395357,0.46049422
3596,0.18858293,0.45426115
3597,0.21266723,0.42442942
3598,0.2090755,0.4041208
3599,0.20853168,0.44575077
3600,0.19624038,0.42634767
3601,0.2162788,0.45549825
3602,0.18449065,0.46665436
3603,0.20136511,0.482809
3604,0.18229917,0.427995
3605,0.18674274,0.49051246
3606,0.18795386,0.52153045
3607,0.17961027,0.48816884
3608,0.17092575,0.49406186
3609,0.17682363,0.54107916
3610,0.1906091,0.54691327
3611,0.19568425,0.4780764
3612,0.16771704,0.48275158
3613,0.1778946,0.49390322
3614,0.16436827,0.44942036
3615,0.1656469,0.41074046
3616,0.16959259,0.36060396
3617,0.17570524,0.42709467
3618,0.18256225,0.4305923
3619,0.16615355,0.42728466
3620,0.19591007,0.41822207
3621,0.17675532,0.40268344
3622,0.21655132,0.46228147
3623,0.16615503,0.4959938
3624,0.20558782,0.47281438
3625,0.2175418,0.4420841
3626,0.20822307,0.42632335
3627,0.19963492,0.4435835
3628,0.19770765,0.42827132
3629,0.23103943,0.47809878
3630,0.19243911,0.47897014
3631,0.1956937,0.45038372
3632,0.19778967,0.47992694
3633,0.18672003,0.47725484
3634,0.1773308,0.47403288
3635,0.18532936,0.46491188
3636,0.28374657,0.45021707
3637,0.28497705,0.45381442
3638,0.28715476,0.46952403
3639,0.28533798,0.42519093
3640,0.12498282,0.4169079
3641,0.16657151,0.43813598
3642,0.1671371,0.42699116
3643,0.15843396,0.41544086
3644,0.14463021,0.42462683
3645,0.16908173,0.41069278
3646,0.16067897,0.43332013
3647,0.16133939,0.4274947
3648,0.14471167,0.40694597
3649,0.1838198,0.440524
3650,0.228606,0.44267604
3651,0.19986008,0.44773662
3652,0.3068251,0.44040906
3653,0.18949902,0.44229186
3654,0.19737715,0.43134397
3655,0.21102831,0.4535373
3656,0.18170512,0.42949435
3657,0.18976492,0.43232486
3658,0.17793947,0.43499973
3659,0.18101114,0.44808772
3660,0.18490614,0.39552873
3661,0.19232112,0.41385323
3662,0.20359562,0.39542526
3663,0.17673515,0.41391918
3664,0.17313842,0.433674
3665,0.17046377,0.40620044
3666,0.14811102,0.45889232
3667,0.1632977,0.4588412
3668,0.16072771,0.46391535
3669,0.1701463,0.45136046
3670,0.17502744,0.42924225
3671,0.17742379,0.44240072
3672,0.18209079,0.44089544
3673,0.17371033,0.44551998
3674,0.17083628,0.43836707
3675,0.17959866,0.42452
3676,0.18811566,0.42623377
3677,0.17496975,0.42298684
3678,0.17148201,0.41269442
3679,0.16710828,0.422574
3680,0.18403856,0.44682914
3681,0.19788553,0.4217294
3682,0.16473387,0.42643827
3683,0.16960484,0.42276162
3684,0.17268126,0.41163182
3685,0.19352041,0.42089534
3686,0.20776626,0.43463212
3687,0.23125386,0.42913997
3688,0.21655001,0.43502206
3689,0.22813033,0.41573265
3690,0.20632759,0.4211642
3691,0.23346813,0.40929538
3692,0.24121754,0.4035039
3693,0.20026353,0.39730892
3694,0.20189978,0.38678107
3695,0.18071494,0.43107656
3696,0.18248464,0.43072188
3697,0.19056194,0.37965104
3698,0.20327364,0.39400026
3699,0.28496718,0.39874297
3700,0.27852115,0.39950678
3701,0.2753521,0.40743092
3702,0.28353658,0.400796
3703,0.15310457,0.40722194
3704,0.16919757,0.39613858
3705,0.19167663,0.39961657
3706,0.16101547,0.4480337
3707,0.17289685,0.4515819
3708,0.17856154,0.4530702
3709,0.18039024,0.4504023
3710,0.1861521,0.45974344
3711,0.17827709,0.43124127
3712,0.1838198,0.44517457
3713,0.13303351,0.45107445
3714,0.12681557,0.42083165
3715,0.2559574,0.4029883
3716,0.10492766,0.44815344
3717,0.11831113,0.39829403
3718,0.24291363,0.45930105
3719,0.1819512,0.41480187
3720,0.21898858,0.39960316
3721,0.19914131,0.4029797
3722,0.2031418,0.44286665
3723,0.20946467,0.4044581
3724,0.20390208,0.43503228
3725,0.21158,0.42251873
3726,0.20778276,0.40333855
3727,0.20998245,0.44469273
3728,0.2189921,0.4492877
3729,0.17632484,0.45372295
3730,0.20332092,0.43035367
3731,0.21110672,0.40733686
3732,0.20288809,0.4204618
3733,0.19537522,0.42948508
3734,0.1985458,0.42982888
3735,0.19890204,0.45330617
3736,0.19440778,0.48674026
3737,0.18535762,0.45025823
3738,0.21387355,0.47474083
3739,0.20791115,0.46473333
3740,0.20717278,0.46261954
3741,0.22164461,0.45763817
3742,0.20348479,0.46905926
3743,0.22776587,0.4647713
3744,0.23359898,0.47804233
3745,0.2239114,0.5205932
3746,0.2218398,0.42378512
3747,0.21067202,0.44008285
3748,0.19989538,0.4829857
3749,0.2336992,0.51105803
3750,0.2675701,0.44430053
3751,0.24996135,0.45346752
3752,0.26237783,0.47866943
3753,0.24274258,0.4813923
3754,0.2560014,0.4306855
3755,0.25099158,0.45879495
3756,0.21720016,0.46658075
3757,0.22876908,0.50415564
3758,0.20973286,0.52177584
3759,0.2192772,0.49487904
3760,0.21303001,0.46696576
3761,0.23562953,0.41909462
3762,0.26397967,0.4392382
3763,0.26085,0.36743465
3764,0.25341335,0.43285263
3765,0.2643311,0.33763695
3766,0.2065769,0.37658677
3767,0.2073438,0.41114733
3768,0.23346235,0.3548304
3769,0.22067484,0.43639314
3770,0.22377129,0.39095882
3771,0.23401818,0.40643108
3772,0.23769397,0.4016297
3773,0.24629237,0.39482415
3774,0.22674906,0.41729796
3775,0.228606,0.43297535
3776,0.13303351,0.46542937
3777,0.16114342,0.4425567
3778,0.22105068,0.4380281
3779,0.15275462,0.4317825
3780,0.1491149,0.41557997
3781,0.22133636,0.46857396
3782,0.18403447,0.40925696
3783,0.17754145,0.4339827
3784,0.15567248,0.4173944
3785,0.16990556,0.43597263
3786,0.15250538,0.42274195
3787,0.16184455,0.45825922
3788,0.17264917,0.42217025
3789,0.14298064,0.45532995
3790,0.18728074,0.43083572
3791,0.19103442,0.4542673
3792,0.14302869,0.44071734
3793,0.16262528,0.47661787
3794,0.15696073,0.45588544
3795,0.20051879,0.4338858
3796,0.19185136,0.43760353
3797,0.1979329,0.44641566
3798,0.18731637,0.43893784
3799,0.17788745,0.43898648
3800,0.18772472,0.43984166
3801,0.1835384,0.43170685
3802,0.17984633,0.44067773
3803,0.1884391,0.43665326
3804,0.19915734,0.41311938
3805,0.17141387,0.4255963
3806,0.20058931,0.48338628
3807,0.19740269,0.49383098
3808,0.19012834,0.5121755
3809,0.19096822,0.48047423
3810,0.2145213,0.46988964
3811,0.18656436,0.47780305
3812,0.2004881,0.48565418
3813,0.2216436,0.47055605
3814,0.22073045,0.5247194
3815,0.23762152,0.46662292
3816,0.21935262,0.48895139
3817,0.23820008,0.48089468
3818,0.24826734,0.46683887
3819,0.1885789,0.45467144
3820,0.1770139,0.44055572
3821,0.16818272,0.416737
3822,0.18412076,0.39363384
3823,0.1755715,0.44303554
3824,0.18873656,0.41300768
3825,0.25212306,0.44839975
3826,0.2568533,0.46348423
3827,0.24213481,0.48317695
3828,0.24699475,0.4121629
3829,0.18396999,0.46056595
3830,0.17326355,0.5007002
3831,0.20234625,0.4650091
3832,0.17450558,0.48199838
3833,0.19656652,0.51962525
3834,0.19857788,0.5258427
3835,0.19645908,0.4570393
3836,0.20376067,0.4649901
3837,0.18864869,0.4706184
3838,0.19986008,0.4351581
3839,0.12681557,0.3957375
3840,0.16114342,0.34813425
3841,0.2414903,0.413092
3842,0.13047254,0.4156246
3843,0.11993664,0.40758193
3844,0.30029988,0.39922246
3845,0.2511619,0.38988146
3846,0.27008882,0.44965062
3847,0.24297936,0.47496942
3848,0.24558976,0.45590055
3849,0.27321264,0.43023968
3850,0.24760728,0.41317713
3851,0.27820262,0.43268046
3852,0.2757719,0.41086686
3853,0.27194175,0.45662782
3854,0.274338,0.45858684
3855,0.24005888,0.43204072
3856,0.27005056,0.4584922
3857,0.26738286,0.45794767
3858,0.29228953,0.4526714
3859,0.2873626,0.44500586
3860,0.28450486,0.4302929
3861,0.2883525,0.43401662
3862,0.28045446,0.44984514
3863,0.27928668,0.40814242
3864,0.26149133,0.40431175
3865,0.25363538,0.42657104
3866,0.26341957,0.40822002
3867,0.2630817,0.40261832
3868,0.27470452,0.41356763
3869,0.24105152,0.401287
3870,0.25296164,0.42328593
3871,0.27928632,0.41899544
3872,0.2696787,0.39559582
3873,0.27625775,0.4352219
3874,0.2333857,0.44265693
3875,0.28798443,0.4435452
3876,0.29734474,0.43902168
3877,0.3113523,0.4422111
3878,0.3035537,0.43254313
3879,0.29989356,0.4543979
3880,0.30631807,0.42820895
3881,0.30595058,0.43324956
3882,0.2732382,0.431283
3883,0.27829617,0.44394818
3884,0.27647176,0.39065602
3885,0.29161572,0.40814754
3886,0.26317155,0.38879076
3887,0.29014826,0.4114476
3888,0.20566055,0.43621427
3889,0.20918344,0.4018297
3890,0.20011403,0.45393446
3891,0.20926234,0.45334378
3892,0.28544593,0.45586243
3893,0.26248214,0.44854987
3894,0.29316938,0.4294773
3895,0.28827313,0.43910515
3896,0.2933521,0.43768758
3897,0.28604636,0.44285056
3898,0.29812598,0.43343094
3899,0.2904561,0.42368695
3900,0.30600607,0.4214439
3901,0.3068251,0.4171271
3902,0.2559574,0.40656966
3903,0.22105068,0.42039683
3904,0.2414903,0.4456973
3905,0.25590685,0.42453405
3906,0.2500193,0.4176948
3907,0.20470223,0.41774
3908,0.17849113,0.40674397
3909,0.1614358,0.4139323
3910,0.15943193,0.43387023
3911,0.16544825,0.4259149
3912,0.18377692,0.4318884
3913,0.15412419,0.41611174
3914,0.18386178,0.41552025
3915,0.15165079,0.41094664
3916,0.19404982,0.40384677
3917,0.15639304,0.3959598
3918,0.14571461,0.38657835
3919,0.136659,0.42906964
3920,0.15607122,0.43072534
3921,0.16333283,0.3781596
3922,0.1730188,0.38635466
3923,0.17246626,0.3934656
3924,0.17272563,0.39502048
3925,0.16029659,0.40211385
3926,0.15982589,0.3977983
3927,0.1777919,0.40683377
3928,0.17974305,0.39277995
3929,0.16388895,0.39633423
