id,same_distance,diff_distance
302,0.19576961,0.40547037
303,0.17938033,0.41780186
304,0.19007179,0.43266788
305,0.19211783,0.41917154
306,0.18541098,0.45447156
307,0.18518385,0.44906
308,0.18589102,0.45769235
309,0.18858293,0.44269922
310,0.18101114,0.42561227
311,0.2031418,0.4390252
312,0.16990556,0.43275914
313,0.24558976,0.44181907
314,0.16544825,0.43023482
315,0.16693434,0.43088403
316,0.20050164,0.43317837
317,0.1426937,0.43008178
318,0.15463318,0.41966996
319,0.14389329,0.4282685
320,0.15889181,0.46630293
321,0.13839884,0.43692192
322,0.11414533,0.43279716
323,0.0814003,0.4341863
324,0.2215689,0.4210451
325,0.20604624,0.43123484
326,0.16664489,0.4385748
327,0.17590518,0.4357184
328,0.18312694,0.4433326
329,0.19808859,0.43669555
330,0.18525003,0.4355503
331,0.19058993,0.41568127
332,0.16854495,0.41250333
333,0.17004219,0.4176922
334,0.19656464,0.40574798
335,0.19368288,0.43089923
336,0.18004712,0.43450886
337,0.196834,0.38358408
338,0.20919643,0.39315277
339,0.17682023,0.39508635
340,0.20635961,0.39969566
341,0.20332922,0.4017226
342,0.19836958,0.39312598
343,0.22527567,0.39894632
344,0.23006497,0.39076835
345,0.19761322,0.39466062
346,0.20872557,0.4438697
347,0.21655275,0.4404595
348,0.2234201,0.45237505
349,0.22874416,0.44836363
350,0.21261373,0.450208
351,0.22451909,0.44271508
352,0.24632385,0.44799206
353,0.17281754,0.44404796
354,0.17293635,0.43441498
355,0.16350162,0.40441585
356,0.1593444,0.44304347
357,0.17053151,0.40392557
358,0.18806121,0.4422503
359,0.25641644,0.41825473
360,0.25714847,0.40741703
361,0.2503352,0.40696752
362,0.25386223,0.41893697
363,0.20395565,0.40049925
364,0.19224766,0.43809763
365,0.2162581,0.42896345
366,0.20072457,0.41138023
367,0.2154817,0.45315316
368,0.22407648,0.47931376
369,0.19932397,0.46326938
370,0.21085,0.45919606
371,0.19202518,0.45595348
372,0.21266723,0.41775575
373,0.18490614,0.4650839
374,0.20946467,0.4550655
375,0.15250538,0.48472053
376,0.27321264,0.51272327
377,0.18377692,0.4801808
378,0.15061046,0.49259377
379,0.22655484,0.49405476
380,0.14359103,0.47576487
381,0.16673493,0.47901416
382,0.15645793,0.49754265
383,0.15897432,0.51634526
384,0.13839884,0.4799585
385,0.16554034,0.51221955
386,0.1281718,0.42905515
387,0.20128134,0.43085974
388,0.19237266,0.47799018
389,0.18418297,0.49945205
390,0.17164388,0.43023828
391,0.18369026,0.44342366
392,0.22348225,0.4784406
393,0.2079215,0.4692706
394,0.19882669,0.42895386
395,0.19457954,0.45769444
396,0.19365758,0.47856158
397,0.21331747,0.5109443
398,0.1999793,0.52446336
399,0.19504419,0.4994104
400,0.2004379,0.43929678
401,0.19826642,0.42215672
402,0.19594234,0.43827233
403,0.20406467,0.3739157
404,0.21418099,0.44221786
405,0.19276497,0.35284567
406,0.19903472,0.38030666
407,0.22202533,0.41785333
408,0.17430419,0.35361588
409,0.2234185,0.43334576
410,0.2179828,0.3929839
411,0.22839366,0.43989605
412,0.23906766,0.4271778
413,0.22621523,0.39644042
414,0.23667939,0.42309326
415,0.2487487,0.47197062
416,0.20224462,0.4945529
417,0.17808,0.463399
418,0.18322657,0.46569598
419,0.1858371,0.44737577
420,0.18980181,0.4515954
421,0.19650376,0.49564728
422,0.23902114,0.46121278
423,0.24313068,0.4532288
424,0.22493981,0.4351522
425,0.22433029,0.4561746
426,0.21874055,0.43964225
427,0.19155706,0.48765177
428,0.20993212,0.4646586
429,0.2015217,0.50050974
430,0.21098055,0.45402482
431,0.20399241,0.48756295
432,0.20416705,0.46674973
433,0.20218638,0.4877742
434,0.20740362,0.47997415
435,0.2090755,0.4616368
436,0.19232112,0.48287177
437,0.20390208,0.47975567
438,0.16184455,0.4676578
439,0.24760728,0.4663971
440,0.15412419,0.47309276
441,0.16253924,0.44311303
442,0.19407251,0.46424344
443,0.16460532,0.4681471
444,0.15922213,0.45582864
445,0.16357265,0.45996907
446,0.167268,0.5051391
447,0.11414533,0.5122963
448,0.16554034,0.5286796
449,0.09471981,0.47030947
450,0.23711832,0.4553417
451,0.18757,0.47131112
452,0.17613448,0.48166198
453,0.17923263,0.46093535
454,0.19433802,0.5274172
455,0.19203676,0.47574183
456,0.1715408,0.4921994
457,0.17597851,0.4844588
458,0.14576943,0.45917246
459,0.15711191,0.4489991
460,0.18520375,0.4651032
461,0.18937877,0.4299126
462,0.17410699,0.41270545
463,0.19011603,0.43034574
464,0.22368261,0.42878774
465,0.16804102,0.42818955
466,0.21240099,0.4534693
467,0.19939055,0.45355546
468,0.19709784,0.43284535
469,0.22151063,0.49796858
470,0.2230073,0.53452295
471,0.21242025,0.48481297
472,0.2137318,0.5238467
473,0.21883203,0.5546598
474,0.22240415,0.5479925
475,0.23108351,0.4929476
476,0.21862656,0.49470496
477,0.22082403,0.51542646
478,0.23800564,0.4305959
479,0.15368722,0.40732056
480,0.16166702,0.3634231
481,0.17237552,0.42604586
482,0.16433057,0.40472937
483,0.16451453,0.41114554
484,0.1807512,0.41793984
485,0.24712263,0.40943477
486,0.25286853,0.47914577
487,0.2535577,0.50002563
488,0.26318577,0.47235212
489,0.20368737,0.4376866
490,0.18934141,0.4377951
491,0.22120838,0.44699746
492,0.20634864,0.43246073
493,0.20525233,0.44474655
494,0.22726448,0.4512806
495,0.22206405,0.44402
496,0.22609402,0.4606707
497,0.20209461,0.46326286
498,0.20853168,0.4514586
499,0.20359562,0.44640854
500,0.21158,0.42798772
501,0.17264917,0.43734285
502,0.27820262,0.44807756
503,0.18386178,0.42109045
504,0.15765527,0.41709772
505,0.18562306,0.4389991
506,0.12996438,0.41982982
507,0.12501915,0.42949408
508,0.122212894,0.4173208
509,0.12695229,0.40455946
510,0.0814003,0.42180982
511,0.1281718,0.42465892
512,0.09471981,0.40877274
513,0.21108565,0.4453513
514,0.17012656,0.45371136
515,0.1542113,0.43363333
516,0.15290187,0.43211865
517,0.17255677,0.45068794
518,0.17768857,0.44006324
519,0.16190897,0.4677053
520,0.16389754,0.438369
521,0.14325857,0.44144768
522,0.14015698,0.43076533
523,0.17292324,0.44036186
524,0.17874925,0.39818746
525,0.15952662,0.41142702
526,0.17139967,0.3962407
527,0.20084834,0.4145278
528,0.15620852,0.43239474
529,0.19322106,0.4095022
530,0.1830358,0.4556777
531,0.18307586,0.45336
532,0.20225121,0.4545116
533,0.2096986,0.4509159
534,0.19027878,0.43666843
535,0.19130713,0.44066703
536,0.21258757,0.43887585
537,0.22469074,0.45097193
538,0.22972016,0.43312153
539,0.2174665,0.42262402
540,0.22975196,0.42650682
541,0.24907853,0.41910976
542,0.16212046,0.40909925
543,0.15114425,0.41872743
544,0.15146874,0.4620289
545,0.15128699,0.43753082
546,0.15821849,0.40792996
547,0.17418958,0.42329353
548,0.24598989,0.41315395
549,0.24949305,0.4172391
550,0.24481943,0.4294588
551,0.25091147,0.42609602
552,0.18801245,0.42505053
553,0.1722368,0.41991645
554,0.20412706,0.41723493
555,0.18552433,0.4064321
556,0.19854721,0.40600625
557,0.211434,0.40815672
558,0.19721015,0.4017851
559,0.20343052,0.43328202
560,0.18095091,0.43695086
561,0.19624038,0.38716412
562,0.17673515,0.40064272
563,0.20778276,0.40331063
564,0.14298064,0.3985035
565,0.2757719,0.4028768
566,0.15165079,0.40180424
567,0.13350053,0.40639776
568,0.22537598,0.39355764
569,0.1964212,0.39952537
570,0.19606595,0.44336972
571,0.20382541,0.4442753
572,0.19744337,0.4560315
573,0.2215689,0.44878963
574,0.20128134,0.45106056
575,0.23711832,0.44512737
576,0.21108565,0.4415027
577,0.18103452,0.4703095
578,0.181203,0.44124633
579,0.17890707,0.42517918
580,0.17866519,0.46071538
581,0.25035244,0.3932177
582,0.21992019,0.46563601
583,0.21253704,0.41916457
584,0.21825157,0.39427733
585,0.21303707,0.41993994
586,0.22198716,0.4428118
587,0.20026597,0.4118355
588,0.22195013,0.44288734
589,0.21184097,0.44680494
590,0.18282065,0.41780853
591,0.21888651,0.47251296
592,0.19624095,0.461996
593,0.22090793,0.44969657
594,0.22422795,0.45248824
595,0.20734636,0.4419116
596,0.21936204,0.4140585
597,0.1871767,0.46754634
598,0.24309185,0.45480862
599,0.21220863,0.4741189
600,0.20184022,0.509942
601,0.21915331,0.46558264
602,0.2007698,0.4786905
603,0.22137663,0.4778166
604,0.22854725,0.46203375
605,0.21952438,0.472581
606,0.21692656,0.47261158
607,0.18974002,0.48953396
608,0.20562762,0.47461694
609,0.20670028,0.5090925
610,0.21908197,0.40945667
611,0.28342134,0.4190184
612,0.29108158,0.4666291
613,0.27522644,0.47942057
614,0.27775314,0.42175913
615,0.18206866,0.42819518
616,0.18697864,0.48067382
617,0.18214145,0.45389432
618,0.1558492,0.41216055
619,0.16669671,0.4415891
620,0.14890315,0.4588988
621,0.19367903,0.4846196
622,0.1722789,0.49469104
623,0.1956072,0.48453262
624,0.2162788,0.46657985
625,0.17313842,0.4220363
626,0.20998245,0.4448539
627,0.18728074,0.3794462
628,0.27194175,0.4670103
629,0.19404982,0.37939885
630,0.17825454,0.38719887
631,0.17472726,0.42113495
632,0.18194588,0.37124106
633,0.1641339,0.44951102
634,0.1809234,0.38445556
635,0.17222276,0.45507345
636,0.20604624,0.38359606
637,0.19237266,0.3833254
638,0.18757,0.41176125
639,0.17012656,0.45730665
640,0.18103452,0.5010409
641,0.17856692,0.4574937
642,0.18029806,0.45025313
643,0.191989,0.4484673
644,0.195789,0.44972342
645,0.18271366,0.49668205
646,0.17688097,0.45202205
647,0.17645817,0.4455344
648,0.17683043,0.4319713
649,0.19052419,0.4568914
650,0.17778148,0.44342664
651,0.16878805,0.4921944
652,0.16429001,0.4677825
653,0.18766311,0.4757304
654,0.1647229,0.45483476
655,0.18227763,0.47930938
656,0.184498,0.4758771
657,0.18089329,0.47437656
658,0.1853582,0.47770193
659,0.17111361,0.45908868
660,0.21935819,0.47604668
661,0.21719731,0.48200235
662,0.21452309,0.47121507
663,0.21766725,0.4706725
664,0.22282434,0.4772346
665,0.21090625,0.44856092
666,0.2179659,0.46637145
667,0.23761833,0.4668798
668,0.18536124,0.44611564
669,0.17707431,0.4506788
670,0.18380052,0.47443116
671,0.18383224,0.47282457
672,0.18776533,0.4917654
673,0.19736817,0.47624058
674,0.265818,0.46293974
675,0.2698805,0.48135325
676,0.27240652,0.48976874
677,0.28236118,0.4670594
678,0.16723748,0.5186497
679,0.16632175,0.48131293
680,0.17753714,0.49034724
681,0.16263624,0.4800354
682,0.1726113,0.47125852
683,0.18967651,0.45120066
684,0.1917516,0.46690416
685,0.18766963,0.45055783
686,0.18162769,0.44738027
687,0.18449065,0.44500333
688,0.17046377,0.43464333
689,0.2189921,0.4573304
690,0.19103442,0.4787432
691,0.274338,0.46772805
692,0.15639304,0.45674905
693,0.15066083,0.5190805
694,0.21182585,0.55129325
695,0.16425891,0.50629604
696,0.1736438,0.5338386
697,0.16873221,0.56101507
698,0.17004259,0.5525874
699,0.16664489,0.50747895
700,0.18418297,0.5092882
701,0.17613448,0.52664363
702,0.1542113,0.43591017
703,0.181203,0.43128833
704,0.17856692,0.3717608
705,0.17380933,0.42974535
706,0.17556062,0.41156965
707,0.18196897,0.42531636
708,0.17742757,0.43322766
709,0.17090155,0.4199931
710,0.17046946,0.4829334
711,0.16183177,0.50478476
712,0.18037833,0.48252928
713,0.19326988,0.44536385
714,0.2034307,0.44787863
715,0.19366932,0.45083603
716,0.16668662,0.44339448
717,0.18474731,0.46227488
718,0.17610572,0.4595464
719,0.20008849,0.4552865
720,0.18594582,0.46653742
721,0.18988681,0.47049475
722,0.206851,0.46215877
723,0.18930139,0.45382842
724,0.22744307,0.44035578
725,0.23387274,0.45255542
726,0.2317937,0.45709366
727,0.24560168,0.43254417
728,0.22480352,0.42710036
729,0.25009558,0.44011348
730,0.26356855,0.43597987
731,0.20182873,0.433443
732,0.20164551,0.4172101
733,0.19409432,0.40871787
734,0.19263767,0.42068544
735,0.18606313,0.4231003
736,0.21069233,0.4185808
737,0.26538706,0.4615732
738,0.2703677,0.45985132
739,0.2613704,0.45422733
740,0.2702628,0.44900122
741,0.18517469,0.46013856
742,0.19115299,0.44956037
743,0.2092595,0.486608
744,0.1740258,0.4543814
745,0.18838039,0.45675042
746,0.19864091,0.44667494
747,0.2098499,0.45708567
748,0.19699515,0.4216295
749,0.1947605,0.4333488
750,0.20136511,0.42203733
751,0.14811102,0.4366215
752,0.17632484,0.4475854
753,0.14302869,0.42377087
754,0.24005888,0.46334487
755,0.14571461,0.4633269
756,0.1338979,0.46365592
757,0.15541528,0.46159464
758,0.17073812,0.44494548
759,0.11396512,0.4555278
760,0.139344,0.4514793
761,0.14490123,0.46125856
762,0.17590518,0.44714496
763,0.17164388,0.43838465
764,0.17923263,0.44072148
765,0.15290187,0.43287316
766,0.17890707,0.42506132
767,0.18029806,0.43361208
768,0.17380933,0.47427323
769,0.106335446,0.45262414
770,0.18970121,0.4310572
771,0.18452515,0.43773258
772,0.17384134,0.42964727
773,0.16838945,0.43192574
774,0.16887264,0.4428076
775,0.17472202,0.44267362
776,0.11811601,0.43250397
777,0.15784593,0.4319642
778,0.12436463,0.4395305
779,0.14785893,0.42290303
780,0.11559846,0.42407572
781,0.14456302,0.4319041
782,0.13628787,0.42301875
783,0.15242322,0.44600275
784,0.15151823,0.44717947
785,0.17253682,0.4041719
786,0.15634583,0.41262135
787,0.18666263,0.41505688
788,0.17127644,0.4147802
789,0.18369704,0.41504455
790,0.1877586,0.41429862
791,0.17897461,0.41387567
792,0.18628733,0.40504116
793,0.21200949,0.41362557
794,0.15534852,0.45236123
795,0.15625155,0.4541797
796,0.16215263,0.46405825
797,0.14866954,0.45579666
798,0.14798835,0.4562547
799,0.16366155,0.45594436
800,0.2532076,0.4539528
801,0.25746,0.45304775
802,0.24549496,0.43599385
803,0.24938278,0.4047775
804,0.135527,0.43563575
805,0.10539952,0.41810495
806,0.17041214,0.46904805
807,0.14724344,0.4265107
808,0.16452207,0.4222926
809,0.16027784,0.42816776
810,0.15207863,0.44011474
811,0.16021846,0.42149326
812,0.16216333,0.46129343
813,0.18229917,0.4439477
814,0.1632977,0.43308106
815,0.20332092,0.4788966
816,0.16262528,0.477772
817,0.27005056,0.4796567
818,0.136659,0.4758702
819,0.1526226,0.46073624
820,0.18262294,0.42649114
821,0.17170696,0.48363912
822,0.14347126,0.4728707
823,0.1376378,0.4938293
824,0.15642954,0.5252566
825,0.18312694,0.48532254
826,0.18369026,0.49697784
827,0.19433802,0.5026918
828,0.17255677,0.4800065
829,0.17866519,0.479428
830,0.191989,0.4914506
831,0.17556062,0.521255
832,0.106335446,0.48639885
833,0.18837331,0.5025079
834,0.19059694,0.42246112
835,0.17838554,0.44619235
836,0.1836727,0.4678485
837,0.16584311,0.48853844
838,0.16865067,0.42947087
839,0.11600875,0.437673
840,0.15391688,0.4826036
841,0.12983176,0.44949004
842,0.14888778,0.4214267
843,0.11530168,0.4572069
844,0.1476294,0.46872142
845,0.1575594,0.4841349
846,0.16272005,0.49916732
847,0.17006326,0.50209665
848,0.18046618,0.4571136
849,0.16255535,0.4309257
850,0.18243381,0.44368607
851,0.19354245,0.38762444
852,0.1987412,0.46417463
853,0.21001391,0.3737535
854,0.19525927,0.3805874
855,0.20231073,0.410217
856,0.21856481,0.36933643
857,0.16430926,0.4347494
858,0.14878698,0.38316685
859,0.15195884,0.4546039
860,0.12930317,0.40709674
861,0.14355172,0.3929313
862,0.13429816,0.42486653
863,0.24822946,0.47155863
864,0.24915947,0.5150142
865,0.24087432,0.46959046
866,0.25006118,0.4628716
867,0.13163027,0.4598133
868,0.11143971,0.4583081
869,0.15066499,0.5097053
870,0.14081296,0.4659908
871,0.1539081,0.4429025
872,0.15666725,0.42680275
873,0.1530193,0.45981786
874,0.15258221,0.4498624
875,0.15681064,0.50218135
876,0.18674274,0.48510358
877,0.16072771,0.49598524
878,0.21110672,0.4627892
879,0.15696073,0.49475643
880,0.26738286,0.4794636
881,0.15607122,0.49164414
882,0.17506598,0.4890635
883,0.21436605,0.45957807
884,0.15960334,0.49446255
885,0.16917211,0.49239814
886,0.17415123,0.48183382
887,0.15857537,0.4802016
888,0.19808859,0.4932988
889,0.22348225,0.44293538
890,0.19203676,0.4724846
891,0.17768857,0.46926764
892,0.25035244,0.44615236
893,0.195789,0.45764187
894,0.18196897,0.49246186
895,0.18970121,0.48583958
896,0.18837331,0.50939256
897,0.099484,0.46757555
898,0.10444186,0.45957053
899,0.124422505,0.4715064
900,0.0973208,0.4828388
901,0.083668716,0.4601831
902,0.19687377,0.5090189
903,0.18256032,0.47039968
904,0.18450727,0.47967294
905,0.20532522,0.46866298
906,0.16806231,0.46354914
907,0.20587786,0.4548115
908,0.21351355,0.4702162
909,0.1902604,0.43827584
910,0.20504056,0.4293367
911,0.16707058,0.44873178
912,0.22486432,0.42991447
913,0.19784145,0.45146233
914,0.2617458,0.47591823
915,0.26632386,0.46461445
916,0.26897985,0.45448694
917,0.25026318,0.52055043
918,0.2524246,0.5528076
919,0.26924095,0.50307363
920,0.20470338,0.5336681
921,0.2011934,0.57352185
922,0.21122223,0.55954754
923,0.20062603,0.5051338
924,0.18162037,0.5089581
925,0.20666203,0.52668446
926,0.27623248,0.43368718
927,0.26473513,0.42747864
928,0.2802411,0.3733719
929,0.2845871,0.43749666
930,0.17896082,0.40905786
931,0.17939872,0.41873392
932,0.21506554,0.42408928
933,0.20230246,0.40722942
934,0.19576795,0.48404196
935,0.21814097,0.5089954
936,0.20890667,0.4885732
937,0.21348447,0.44047695
938,0.19240224,0.44078472
939,0.18795386,0.44679302
940,0.1701463,0.43648788
941,0.20288809,0.4577933
942,0.20051879,0.45435834
943,0.29228953,0.4519978
944,0.16333283,0.46744365
945,0.19873911,0.46924427
946,0.1978883,0.4616353
947,0.14998353,0.45342225
948,0.16677403,0.43628103
949,0.17503287,0.44415694
950,0.15619011,0.4548918
951,0.18525003,0.44165257
952,0.2079215,0.42703745
953,0.1715408,0.4438201
954,0.16190897,0.43491817
955,0.21992019,0.42644846
956,0.18271366,0.42032525
957,0.17742757,0.4136018
958,0.18452515,0.42504805
959,0.19059694,0.4281721
960,0.099484,0.4236928
961,0.051811986,0.45556724
962,0.0670637,0.45448744
963,0.0795902,0.44334385
964,0.089970864,0.43770155
965,0.1924779,0.4503009
966,0.15883474,0.44323173
967,0.18324901,0.4761435
968,0.20995615,0.4440778
969,0.16210641,0.44723272
970,0.20437045,0.44053367
971,0.20515074,0.45390382
972,0.1878876,0.40869734
973,0.1975348,0.41843915
974,0.17385302,0.40650445
975,0.20646268,0.42048523
976,0.18161176,0.43644103
977,0.2255516,0.41943341
978,0.22211006,0.45514938
979,0.2299616,0.45463017
980,0.21297759,0.4557314
981,0.21098603,0.44916207
982,0.21894535,0.43313614
983,0.16628832,0.44201
984,0.17379571,0.44009182
985,0.15872638,0.45175216
986,0.16799389,0.4366941
987,0.14331752,0.43640175
988,0.1782076,0.44055519
989,0.23865752,0.43178448
990,0.23298523,0.42225367
991,0.24809952,0.43502676
992,0.25008708,0.46655256
993,0.1753451,0.4443299
994,0.17604841,0.43368146
995,0.21451889,0.43741158
996,0.20104912,0.42870018
997,0.18909085,0.43552727
998,0.20869261,0.43817365
999,0.22091089,0.4386635
1000,0.21581988,0.44392157
